지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
90,속초,2025-05-15,22.2,17.8,28.4,.5,2.2,56.8,9,22.48
90,속초,2025-05-16,21.2,18.3,24.6,.2,1.6,67.1,4.2,15.23
90,속초,2025-05-17,19.8,15.4,26.4,0,2.9,69.8,11.8,25.37
90,속초,2025-05-18,16.6,13.7,19.2,,2.9,53.1,12.7,27.86
90,속초,2025-05-19,18.1,11.8,25.3,,2.7,49.1,7.6,22.06
90,속초,2025-05-20,22,16.1,29.8,,2.6,67.6,9.8,22.84
90,속초,2025-05-21,16,13.4,23.3,.1,2.4,84.4,4.3,17.04
90,속초,2025-05-22,15.3,11.9,19,1.3,1.6,76.9,9.8,26.15
90,속초,2025-05-23,14.6,11.5,17,1.9,1.5,85.9,0,9.39
90,속초,2025-05-24,13.7,12.8,15.3,1.6,1.4,82.6,.1,6.71
90,속초,2025-05-25,14.6,8.8,19,,2.6,79.6,11.9,28.05
90,속초,2025-05-26,16.4,12.6,21.2,,2.2,79.5,12.9,26.92
90,속초,2025-05-27,16.9,12.3,21,,1.6,78.6,13.2,27.98
90,속초,2025-05-28,15.7,14.3,17.7,0,2,88.3,1.1,14.14
90,속초,2025-05-29,16.5,13.4,20.4,,2.1,84.1,9,24.17
90,속초,2025-05-30,15.7,11.9,19.7,,1.9,81.4,13,27.07
90,속초,2025-05-31,17,10.3,22.1,,1.6,68.5,11.1,25.07
90,속초,2025-06-01,17,14.6,19.8,,2.1,81.5,8.7,25.08
90,속초,2025-06-02,18.5,15.3,22.7,0,1.1,84,0,7.12
90,속초,2025-06-03,19,14.3,24.2,7.1,1.8,74.9,6.8,20.42
90,속초,2025-06-04,20.6,14.7,26.8,0,3.1,46.6,8.7,22.08
90,속초,2025-06-05,23.5,16.8,30.2,,2.5,45.3,13.1,29.45
90,속초,2025-06-06,25.6,20.8,32.4,,2.7,38.1,12.4,27.54
90,속초,2025-06-07,22.7,19.4,27,,2.6,59.6,5.2,13.72
90,속초,2025-06-08,21.4,18.5,23.8,,1.9,74.3,13.4,28.99
90,속초,2025-06-09,22.3,17.7,26.9,,2.2,72.8,13,29.52
90,속초,2025-06-10,26.5,21.8,31,,3.3,42.5,5.5,15.51
90,속초,2025-06-11,23.9,19.6,29.6,,3.3,44.8,12.9,29.48
90,속초,2025-06-12,21.8,17.8,25.2,,1.6,65.5,13.7,30.4
90,속초,2025-06-13,21.3,17.7,25.2,0,1.7,80.8,8,22.48
90,속초,2025-06-14,21.6,19.3,25.5,,1.8,83.5,8.9,23.87
90,속초,2025-06-15,20.4,19.2,22.6,3.9,2.2,85.8,0,12.54
90,속초,2025-06-16,21,19.1,25.1,11,1.8,86.9,2.2,10.39
90,속초,2025-06-17,25.4,20.3,31.5,,2.2,56.4,12.5,26.93
90,속초,2025-06-18,24.4,20.3,29.6,,2,68,13.7,28.98
90,속초,2025-06-19,26.2,20.9,32.5,,1.9,59,11.5,27.16
90,속초,2025-06-20,25.1,19.7,30,1.2,2.8,74.1,0,3.01
90,속초,2025-06-21,23.3,19.6,28.5,0,2.1,72.3,.1,9.74
90,속초,2025-06-22,27.6,22,32.2,,3.2,43.5,13.7,30.64
90,속초,2025-06-23,23,19.5,25.8,,1.7,68.6,13.3,30.51
90,속초,2025-06-24,21.1,16.9,23.3,.2,1.6,75.5,3.8,14.07
90,속초,2025-06-25,20.3,18.1,22.5,5.2,1.9,83.6,.3,8.33
90,속초,2025-06-26,21.9,19.5,26.2,0,1.4,84.5,4.4,15.68
90,속초,2025-06-27,23.8,20.3,29,0,1.2,79.5,.6,13.28
90,속초,2025-06-28,22.9,21.4,25.9,1.6,1.2,89.4,.8,7.71
90,속초,2025-06-29,25.6,21.7,30.9,0,1.5,81,7.8,22.14
90,속초,2025-06-30,27.7,22.9,34.2,0,1.6,69.1,7.2,20.23
90,속초,2025-07-01,29.5,26.2,32.8,,1.7,62.3,5.1,14.93
90,속초,2025-07-02,31.4,27.9,34,0,2.5,53,4.7,13.45
90,속초,2025-07-03,28.8,26.9,31.9,0,1.4,63,,
90,속초,2025-07-04,29.1,25.2,32,0,3.4,56.9,3,9.13
90,속초,2025-07-05,30.6,25.7,35,,2.5,59.3,9.2,24.93
90,속초,2025-07-06,31.2,28.1,34.6,,2.8,59.4,5.9,18.45
90,속초,2025-07-07,27.7,24.2,31.2,,2.1,74.8,5,19.2
90,속초,2025-07-08,25.3,23.9,27.9,,1.3,76.1,3,19.5
90,속초,2025-07-09,25.3,22.5,28.2,,1.5,74.5,8,23.58
90,속초,2025-07-10,24.4,21.2,27.1,,2.8,78,13.4,28.97
90,속초,2025-07-11,24.6,22,27.9,,2,77.5,12.8,28.09
90,속초,2025-07-12,24.7,20.6,28.5,,3.2,78.1,13.4,29.62
90,속초,2025-07-13,25.1,22,28.8,.3,2.2,78.5,5.4,17.81
90,속초,2025-07-14,20.8,20,22.6,75.6,2.5,93.8,0,3.87
90,속초,2025-07-15,21.3,19.7,24.9,20.8,2.7,89.9,3.3,16.87
90,속초,2025-07-16,22.5,20.4,26.1,15.4,1.4,90.4,2.1,11.01
90,속초,2025-07-17,22,21.3,23.1,17.5,1.4,94.9,0,3.39
90,속초,2025-07-18,22.9,21.6,25.2,.9,1.4,92.8,1.2,10.7
90,속초,2025-07-19,24,21.7,27.9,11,1.4,88.8,3.1,14.07
90,속초,2025-07-20,25.9,23.4,29.4,7.1,1.4,84.5,3.9,14.13
90,속초,2025-07-21,29.1,24.6,35,,1.8,69.1,10.4,27.27
90,속초,2025-07-22,29.9,25.9,34.9,,2.1,64,7.9,22
90,속초,2025-07-23,28.7,25.3,32.8,,1.6,67.5,8.2,19.95
90,속초,2025-07-24,27.9,24.9,31.2,0,1.8,74,9.1,23.52
90,속초,2025-07-25,27.4,24.1,31.1,,1.5,79.1,13.4,28.57
90,속초,2025-07-26,28.4,24.6,31.9,,1.7,77.8,13.4,26.58
90,속초,2025-07-27,28.6,25.6,32.1,,1.5,77,13.6,28.49
90,속초,2025-07-28,29,26.3,32.9,,1.6,74.9,12.6,27.85
90,속초,2025-07-29,27.6,25.7,30.2,,1.9,85,10.6,25.48
90,속초,2025-07-30,27.9,25.3,31,,1.8,86.8,5.7,19.45
90,속초,2025-07-31,27.6,25.7,30.2,,1.4,85.9,1.3,14.07
90,속초,2025-08-01,27.1,25.5,30.3,,1.8,82,6.9,21.22
90,속초,2025-08-02,27.6,24.3,31.5,,1.6,79.6,9.7,21.02
90,속초,2025-08-03,27.6,22.6,31.2,.3,1.7,80.5,1.4,12.33
90,속초,2025-08-04,25.2,21.6,27.9,11.2,2.1,85,6.8,21.61
90,속초,2025-08-05,27.1,23.8,29.9,,1.8,86.6,9.4,24.3
90,속초,2025-08-06,27,23.3,29.9,42.9,2.3,78.4,1.5,3.03
90,속초,2025-08-07,25.7,22.2,29.5,,1.7,74.5,8.8,20.18
90,속초,2025-08-08,25,21.7,27.7,,1.8,83,11,25.51
90,속초,2025-08-09,24.4,22.5,26.6,0,1.2,87.3,.6,9.64
90,속초,2025-08-10,24.7,21.1,28.3,,1.8,78.4,12.1,26.26
90,속초,2025-08-11,24.3,21.8,27.3,,1.8,86,.3,11.32
90,속초,2025-08-12,25.8,21.6,29.9,,2.8,80.6,12.3,26.6
90,속초,2025-08-13,23.8,22.7,25.7,16.3,1.3,94.3,0,3.98
90,속초,2025-08-14,27.4,24.2,31.5,5.8,1.8,75.9,4.7,14.81
90,속초,2025-08-15,26.7,24.1,29.5,,1.8,75.6,12.7,26.02
90,속초,2025-08-16,30.1,24.1,33.9,,2.1,61.1,11.9,25.18
90,속초,2025-08-17,29.8,26.6,34.6,0,2.5,59.9,6.2,21.62
90,속초,2025-08-18,28.2,25.7,31,.3,1.6,69,2.1,10.1
90,속초,2025-08-19,30.6,27,33.9,0,2.7,56.9,5.4,12.75
90,속초,2025-08-20,29.8,27.5,33.6,,2.9,64.8,9.4,22.66
90,속초,2025-08-21,28,25.4,32.9,,1.5,75.5,8.2,20.15
90,속초,2025-08-22,29,24.1,33.3,,1.7,75.3,12.4,24.85
90,속초,2025-08-23,29,26.5,35,,1.7,75,7.8,19.32
90,속초,2025-08-24,29.3,25.6,33.1,,2,73.1,12.2,23.62
90,속초,2025-08-25,28.6,25.6,32.7,0,2.2,78.4,11.4,24.55
90,속초,2025-08-26,28,23.6,32.8,19,1.8,74.3,4.3,11.99
90,속초,2025-08-27,26.5,23.6,29.5,0,2.4,72.4,5.4,17.45
90,속초,2025-08-28,26.3,22.5,30.1,,2.1,80.1,5.7,19.06
90,속초,2025-08-29,30.6,27.3,34,,2.1,60.8,3.4,13.52
90,속초,2025-08-30,26.8,23.9,31.5,1.6,1.5,83.1,1.4,10.49
90,속초,2025-08-31,27.1,22.7,31.2,0,2,82,8.8,20.78
90,속초,2025-09-01,27.5,24.5,31.9,13.5,1.9,79,2.5,9.35
90,속초,2025-09-02,25.6,22.9,28.7,,1.9,81.3,9.8,21.1
90,속초,2025-09-03,25.2,21.6,29.3,,2.4,81.8,11,22.4
90,속초,2025-09-04,22.9,21.1,25.5,19.1,1.6,86,.3,5.23
90,속초,2025-09-05,25.1,21.9,28.3,.1,2.1,80.1,7.8,20.08
90,속초,2025-09-06,26.8,23,30.6,0,1.4,78.9,2.1,7.85
90,속초,2025-09-07,24.6,20.5,27.4,5.5,1.7,81.3,2.7,12.2
90,속초,2025-09-08,25.1,20.5,29.2,0,1.9,64.9,8.2,19.49
90,속초,2025-09-09,22.9,18.3,25.9,0,1.8,62.9,.2,8.43
90,속초,2025-09-10,22.1,16.9,27.1,,1.9,60.4,11.9,23.51
90,속초,2025-09-11,23.4,18.2,27.1,,1.9,73.9,10.7,22.38
90,속초,2025-09-12,23.3,19.4,27.6,4.3,1.9,78,3.4,14.99
90,속초,2025-09-13,20.1,19,21.6,118.8,3.1,93.9,0,4.23
90,속초,2025-09-14,22.6,18.9,26.7,,2.3,84.1,7.5,17.04
90,속초,2025-09-15,24.8,20.9,29.7,,1.8,71.6,11,18.7
90,속초,2025-09-16,25,19.8,28.1,.2,2.1,73.1,5.2,11.87
90,속초,2025-09-17,21.9,18.6,27.2,77.3,2.5,87.1,0,1.4
90,속초,2025-09-18,20,17.3,23.5,11.5,2,77.6,4.2,14.07
90,속초,2025-09-19,19.4,16.3,22.7,5.7,1.8,78.6,.1,6.47
90,속초,2025-09-20,17.3,15.8,19.4,93.8,2.3,95.4,0,3.48
90,속초,2025-09-21,18.6,14.6,22.4,6,2.2,79.5,9.8,20.94
90,속초,2025-09-22,19.2,13.6,23,,1.7,73,2.4,12.41
90,속초,2025-09-23,20.6,16.1,23.8,0,1.9,68.8,9.5,20.2
90,속초,2025-09-24,21.2,19.9,24,2.4,1.5,84,1.1,6.77
90,속초,2025-09-25,23.7,17.9,29.2,,1.8,65.8,8.8,16.06
90,속초,2025-09-26,21,16.8,25.5,,2.1,68.4,10.7,19.78
90,속초,2025-09-27,20,16.3,23.8,,1.9,80.6,7.5,15.49
90,속초,2025-09-28,18.6,16.9,19.7,20.9,1.5,88.1,0,3.13
90,속초,2025-09-29,19.3,15.5,22.7,,2.1,76.9,10.1,18.99
90,속초,2025-09-30,19.6,14.6,24.3,,1.8,74.1,5,12.59
93,북춘천,2025-05-15,18.3,14.9,23.4,2.6,1.5,84.4,5.8,14.91
93,북춘천,2025-05-16,18.4,14.9,21.2,11.1,.6,90.9,0,5.91
93,북춘천,2025-05-17,19,14.8,25,.7,2.3,80.1,6.4,18.17
93,북춘천,2025-05-18,15.5,10.5,22.3,,1.6,59.6,12.3,27.69
93,북춘천,2025-05-19,15,7.7,21.4,.1,1.3,74.3,5.8,12.58
93,북춘천,2025-05-20,20.7,17,26,.7,.7,91.4,2.7,8.39
93,북춘천,2025-05-21,25.2,20,32,,1.1,73.5,8.2,22.94
93,북춘천,2025-05-22,20.9,15.5,26.6,.3,2.2,53.4,10.8,27.16
93,북춘천,2025-05-23,16.9,11.8,21.2,.8,1.7,52.1,.5,9.78
93,북춘천,2025-05-24,14.3,11.8,17.9,2.2,1.6,71,3.4,12.16
93,북춘천,2025-05-25,16.6,8.2,24.8,,1.3,65.6,11.4,27.97
93,북춘천,2025-05-26,18.1,10.5,26.6,,1,64.8,12.5,28.09
93,북춘천,2025-05-27,19.4,11,27.6,,1,60.6,12.1,27.55
93,북춘천,2025-05-28,18.6,13.5,27.4,2.1,1.2,74.9,9.2,22.94
93,북춘천,2025-05-29,18.7,13.4,27.1,,1.1,74.4,7.5,23.86
93,북춘천,2025-05-30,19,11.1,27.5,,1,53.4,12.1,27.05
93,북춘천,2025-05-31,18.5,9.1,27.2,,.9,56.1,12,25.12
93,북춘천,2025-06-01,21.5,12.5,30.5,,1.2,59,10.8,27.8
93,북춘천,2025-06-02,19.2,17.3,22.1,0,.7,83.3,.2,6.56
93,북춘천,2025-06-03,20.3,14.4,26.9,0,2,65,8.9,23.41
93,북춘천,2025-06-04,18.2,10.2,25.5,0,2.2,56.1,7.6,19.21
93,북춘천,2025-06-05,19.5,10,28.5,,1.7,58.6,12,27.92
93,북춘천,2025-06-06,22.2,13.9,31.2,,1.9,51.4,11.8,28.1
93,북춘천,2025-06-07,22.1,14.8,27.5,0,1.4,63.8,5.7,18.61
93,북춘천,2025-06-08,24.4,19.6,30.6,,1.2,62.3,12.1,27.56
93,북춘천,2025-06-09,24.2,18,31.5,,1.4,63.6,11.2,28.59
93,북춘천,2025-06-10,22.6,18.6,27.8,,2.3,67.1,8.7,20.98
93,북춘천,2025-06-11,21.8,13.1,30,,1.6,57.3,13.2,30.33
93,북춘천,2025-06-12,23.8,15,31.7,,1,55.8,12.8,30.12
93,북춘천,2025-06-13,23.3,16.8,30.5,0,1.4,62.6,7,21.39
93,북춘천,2025-06-14,25.4,19.2,33.1,,1.1,63.1,9.5,25.97
93,북춘천,2025-06-15,26.5,21.2,32.7,.4,1.5,70.3,6.1,20.43
93,북춘천,2025-06-16,23.1,20.8,28.1,37.9,1.1,88,2.1,9.22
93,북춘천,2025-06-17,23.7,18.9,29.6,,1.7,72.4,9.9,23.25
93,북춘천,2025-06-18,23.7,17.5,30.5,,1.3,72.8,9.3,23.85
93,북춘천,2025-06-19,25.9,18,33.9,,1,65.3,11,26.38
93,북춘천,2025-06-20,23.5,22.6,25.9,74,1.5,93.1,0,3.71
93,북춘천,2025-06-21,22.9,19.6,26.4,.2,1.4,85.1,.5,10.13
93,북춘천,2025-06-22,23.3,17.1,30.5,,1.2,70.3,11.4,28.53
93,북춘천,2025-06-23,24.8,17.5,32.7,,.9,68.5,13.3,29.52
93,북춘천,2025-06-24,23,17.7,28.2,.2,1.1,68.3,2.1,11.9
93,북춘천,2025-06-25,20.3,18.7,22.1,3.9,1.3,87.3,.2,6.49
93,북춘천,2025-06-26,21.8,18.4,25.7,1.3,.8,89.4,1.3,10.51
93,북춘천,2025-06-27,23.3,21.1,27.1,0,.6,88.4,1.9,9.49
93,북춘천,2025-06-28,24,20.9,28.5,6,.4,94,1.2,9.09
93,북춘천,2025-06-29,26.9,23.8,31.9,,1.2,83.1,6.9,21.61
93,북춘천,2025-06-30,26.7,22.3,31.5,,1.2,82.5,5.2,18
93,북춘천,2025-07-01,27.4,22.9,33.3,1.5,1.3,85.4,5.6,18.62
93,북춘천,2025-07-02,27.9,24.5,31.9,.1,1.5,81.8,6.4,18.75
93,북춘천,2025-07-03,27.8,24.6,31.9,,1.5,79.8,4.1,14.78
93,북춘천,2025-07-04,25.1,23,28,1.9,1,89,.1,6.55
93,북춘천,2025-07-05,27.2,24.4,31.2,0,.8,82.9,3.7,11.33
93,북춘천,2025-07-06,27.2,25.1,29.7,,1,85.5,.7,7.14
93,북춘천,2025-07-07,29.8,25.8,35.4,,.9,79.3,9.3,24.39
93,북춘천,2025-07-08,30.2,24.6,37.2,,1,73.6,10.4,23.95
93,북춘천,2025-07-09,30.2,24.1,36.1,,1.4,63.6,11.9,27.6
93,북춘천,2025-07-10,28.4,22.4,35,,1.8,52.6,13.1,29.46
93,북춘천,2025-07-11,27.3,19.7,34.4,,2.1,55.3,13.1,29.47
93,북춘천,2025-07-12,27.3,18.6,36,,1,58.5,13,29.48
93,북춘천,2025-07-13,25,20.5,30.7,1,.7,82.6,4.5,12.95
93,북춘천,2025-07-14,21.8,20.4,24.1,10,1,92.1,0,6.69
93,북춘천,2025-07-15,22.7,19.9,26.7,15.9,1.1,87.3,4.2,12.97
93,북춘천,2025-07-16,22.3,21,25.4,39.3,.8,93.3,1.2,5.69
93,북춘천,2025-07-17,22.2,21.1,24.2,43.5,1.1,95.8,.5,3.96
93,북춘천,2025-07-18,23.7,21.6,26.7,18.5,.6,93.5,.7,8.16
93,북춘천,2025-07-19,23.5,21.3,26,19.8,.7,95.4,.1,6.05
93,북춘천,2025-07-20,26.5,23.2,31.7,136.7,1.4,85.5,6.3,16.9
93,북춘천,2025-07-21,27.5,23.7,32.9,,1.5,83.6,7,20.18
93,북춘천,2025-07-22,27.8,24,33.2,.3,1.4,79.6,6.5,18.71
93,북춘천,2025-07-23,27.2,22,33,,.8,80.5,9.8,24.13
93,북춘천,2025-07-24,27.8,23.2,34.2,,.7,79.6,8.8,22.95
93,북춘천,2025-07-25,28.6,22.8,36.3,,.7,73.1,9.9,26.47
93,북춘천,2025-07-26,29.2,23.2,36.7,,.8,73.5,12.7,27.97
93,북춘천,2025-07-27,29.6,23.6,36.6,,.9,72.5,12.8,28.58
93,북춘천,2025-07-28,29.9,24,36.3,,.9,73,12.8,27.95
93,북춘천,2025-07-29,29.9,23.6,37.2,,.8,70.5,12.6,27.53
93,북춘천,2025-07-30,29.6,24.7,35.9,0,.8,76.8,8.9,21.45
93,북춘천,2025-07-31,28.9,25.5,33.9,,.8,73.1,7.8,17.89
93,북춘천,2025-08-01,28.7,24.3,35.5,,.8,76.6,8.2,20
93,북춘천,2025-08-02,29.2,24.7,35.2,,.8,75.6,10.1,21.9
93,북춘천,2025-08-03,27.1,23.2,32.4,1.2,.7,85.6,2.1,10.65
93,북춘천,2025-08-04,27,22,33,10.6,.8,84.3,6.3,20.73
93,북춘천,2025-08-05,28.3,25.1,33.5,,1.4,77.8,9.8,24.59
93,북춘천,2025-08-06,24.8,23.2,26.9,67.4,.8,95.5,1.4,3.44
93,북춘천,2025-08-07,26.8,22.8,32.3,,1.1,77.1,10.1,25.27
93,북춘천,2025-08-08,26.5,20.9,32.5,,.8,78,10.1,25.52
93,북춘천,2025-08-09,24.1,20,27.2,0,.7,84.5,.4,6.97
93,북춘천,2025-08-10,25.4,18.3,32.5,,1,76.1,12.1,26.98
93,북춘천,2025-08-11,24.8,21.5,29.1,,.7,85.8,3.8,12.25
93,북춘천,2025-08-12,26.7,21.6,33.5,,.9,76.1,10.5,25.85
93,북춘천,2025-08-13,23.1,21.2,24,63.2,.7,96.1,0,1.93
93,북춘천,2025-08-14,25.2,23.4,28.8,40.4,1.3,92.3,2.6,9.59
93,북춘천,2025-08-15,26.9,23,31.9,,.9,83.9,9.3,21.14
93,북춘천,2025-08-16,27.3,23.3,32.8,,1.5,80.5,10.6,24.26
93,북춘천,2025-08-17,26.4,22.6,30.9,0,.9,85.6,2.7,13.36
93,북춘천,2025-08-18,27.3,24,32.3,.5,1.4,81.5,5.7,16.27
93,북춘천,2025-08-19,27.8,23.3,33.1,,1.6,78.9,10,20.64
93,북춘천,2025-08-20,27.3,23.4,32.7,2.8,1.1,84,8.8,19.54
93,북춘천,2025-08-21,27.4,23.3,33.3,0,.8,83.9,7.6,17.37
93,북춘천,2025-08-22,28.4,24.8,33.7,,1.4,78.1,10.9,24.06
93,북춘천,2025-08-23,26.8,23.2,30.5,0,.6,86.3,5.1,11.51
93,북춘천,2025-08-24,28.2,24.4,33.8,,.9,83.4,7.3,18.28
93,북춘천,2025-08-25,28,23.7,33.4,3.1,1.1,84,6.7,17.74
93,북춘천,2025-08-26,26.2,23.6,31.8,42,1.2,88.9,5.2,11.86
93,북춘천,2025-08-27,26.7,22.3,31.5,,.8,77.5,9.8,21.37
93,북춘천,2025-08-28,26.2,23.3,30.4,.1,.7,85.3,3,12.88
93,북춘천,2025-08-29,27.9,24.8,33,.8,1.6,84.6,2.9,10.84
93,북춘천,2025-08-30,26.4,23.7,31.9,3.7,.7,89.8,5.2,12.68
93,북춘천,2025-08-31,26.1,23.7,31.4,3.1,.7,89.1,7.9,16.48
93,북춘천,2025-09-01,25.2,23.1,28,39.5,.9,93.3,.3,5.03
93,북춘천,2025-09-02,25.1,21.2,30.4,,.8,81.6,10.8,22.35
93,북춘천,2025-09-03,25.6,20.6,32.3,,.8,81.4,9.8,21.82
93,북춘천,2025-09-04,23.9,21.5,28.8,27.4,.9,86.4,5.5,11.62
93,북춘천,2025-09-05,25.6,19.2,32.5,0,.8,80.5,11.6,23.38
93,북춘천,2025-09-06,25,23.2,28.1,18.1,.7,95.8,.8,5.47
93,북춘천,2025-09-07,24.9,18.7,30.8,4.7,1.3,81.3,7.6,17.26
93,북춘천,2025-09-08,22.6,18.1,28.8,,.7,84.9,5.8,17.32
93,북춘천,2025-09-09,21.5,16.8,25.9,0,.7,86.5,1.6,8.79
93,북춘천,2025-09-10,21.2,14.6,30.6,,.8,74.5,11.7,23.84
93,북춘천,2025-09-11,23,14.4,31,,1.2,70.4,11.7,23.17
93,북춘천,2025-09-12,22,17.6,27.7,8.4,.7,83.9,3.3,11.41
93,북춘천,2025-09-13,21.8,19.1,25.6,66.6,1.3,85.4,1.8,9.46
93,북춘천,2025-09-14,22.6,18.9,28.2,,.7,84.9,7.2,15.82
93,북춘천,2025-09-15,22.6,18.5,28.9,,.6,87.3,7.8,16.12
93,북춘천,2025-09-16,22.3,18.9,25.2,7.1,.6,95.1,.3,5.77
93,북춘천,2025-09-17,21.3,19.4,23,41.9,.8,95.8,.1,2.46
93,북춘천,2025-09-18,20,15.7,24.6,,1.3,77.3,4.6,12.95
93,북춘천,2025-09-19,17.8,14.6,23,11.4,.5,92.1,1.1,7.03
93,북춘천,2025-09-20,18.3,16.3,22,39.1,.9,93.1,.9,7.94
93,북춘천,2025-09-21,18.9,13.3,26.1,,1,76,10.4,19.51
93,북춘천,2025-09-22,18.1,12.3,24.3,,.8,79.1,7.3,13.94
93,북춘천,2025-09-23,21.1,15.1,26.7,,1.5,67.5,10.1,19.16
93,북춘천,2025-09-24,20.1,16.9,23,11.2,.5,91.3,.3,5.04
93,북춘천,2025-09-25,21.1,16.1,26.5,0,.9,87.1,7,13.98
93,북춘천,2025-09-26,19.4,15.3,26.2,,.8,84.9,7.6,18.29
93,북춘천,2025-09-27,19.2,13.2,26.7,,.7,81,10.8,17.44
93,북춘천,2025-09-28,17.7,15.5,20.8,30.1,.7,96.4,.7,4.59
93,북춘천,2025-09-29,18.8,14.8,24.7,,.7,84.1,9.4,16.75
93,북춘천,2025-09-30,17.6,14.3,21.7,,.6,91.4,3.1,8.82
95,철원,2025-05-15,18.4,15.9,22.6,11,1.3,90.3,4.6,11.52
95,철원,2025-05-16,18.4,15.6,23,6.4,.8,95.5,.2,7.21
95,철원,2025-05-17,17.6,14.2,23.9,2.2,2.1,89,4.4,16.02
95,철원,2025-05-18,14.9,10.6,21,,1.5,66,10.6,25.95
95,철원,2025-05-19,14.5,7.6,21.1,.8,1.5,75.5,6,16.04
95,철원,2025-05-20,19.2,16.2,22.4,1.9,1.1,98,0,4.76
95,철원,2025-05-21,23.3,17.6,28.4,.2,1.6,81.1,6.6,18.52
95,철원,2025-05-22,20.7,15.3,26.9,0,3.2,58.3,11.9,28.75
95,철원,2025-05-23,16.8,13.7,21.5,0,1.7,60.4,1.1,9.1
95,철원,2025-05-24,14.5,10,18.2,0,2.3,69.3,2.4,9.68
95,철원,2025-05-25,16.1,8.4,23.2,,1.3,71.8,12.2,27.36
95,철원,2025-05-26,17.8,10.3,25.2,,.9,69.8,11.7,25.53
95,철원,2025-05-27,19.1,11.4,26.4,,1,68.1,12,27.17
95,철원,2025-05-28,18.3,13.4,25.8,5.4,1.1,77,8.5,22.12
95,철원,2025-05-29,18.7,12,25.9,.1,1.1,74.9,10.8,27.38
95,철원,2025-05-30,19.5,12,27.8,,1.3,55.3,11.6,27.42
95,철원,2025-05-31,18.5,9.3,26.4,,.8,58.3,11.9,25.29
95,철원,2025-06-01,20.8,12.6,28.8,,1.1,63.5,10.8,27.71
95,철원,2025-06-02,18.8,16,21.6,0,.7,77.3,0,6.75
95,철원,2025-06-03,19.8,15,24.6,,1.7,62.4,12.7,28.29
95,철원,2025-06-04,17.8,11.7,23.6,,1.8,60.4,8.4,20.12
95,철원,2025-06-05,19.3,10.2,26.5,,1.4,60.5,12.4,28.79
95,철원,2025-06-06,21.4,12.9,30.2,,1.5,57.4,11.2,27.47
95,철원,2025-06-07,21.2,15.9,26.6,.4,1.3,76.8,5.6,15.6
95,철원,2025-06-08,24.1,19.5,30.2,,1.2,70.8,11.3,28.45
95,철원,2025-06-09,23.3,18.2,29.7,,1.5,71.1,10.5,28.43
95,철원,2025-06-10,20.6,15.6,25.5,.6,1.8,78.8,6.2,17.15
95,철원,2025-06-11,21.1,11.8,28.7,,1.5,63,13.3,30.1
95,철원,2025-06-12,23.1,14.3,31.1,,1.1,62.1,12.9,30.48
95,철원,2025-06-13,22.5,16.2,28.4,,1.1,70.9,5.7,18.56
95,철원,2025-06-14,25.1,18.6,31.8,,1.2,69,9.8,27.3
95,철원,2025-06-15,24.8,19.6,30.9,33.3,1.5,77.5,7.2,19.36
95,철원,2025-06-16,22.3,20.7,27.6,26.9,1.7,90.9,1.9,11.19
95,철원,2025-06-17,23.1,19.4,28.3,,1.6,75.8,10.4,25.69
95,철원,2025-06-18,23,17.2,29.7,,1.1,78.6,8.9,26.05
95,철원,2025-06-19,25.5,17.4,33.1,0,1.1,69.1,11.7,28.14
95,철원,2025-06-20,23,21.6,27.3,120.5,2.8,96.6,0,4.09
95,철원,2025-06-21,21.7,19.8,23.8,2.8,1.5,89,.7,10.47
95,철원,2025-06-22,22.4,15.4,28.2,,1.5,77.4,11.8,29.36
95,철원,2025-06-23,23.9,16.4,31.1,,.9,75.6,13.4,29.71
95,철원,2025-06-24,22.3,17.6,25.9,2.2,1.1,74.4,.6,11.15
95,철원,2025-06-25,19.6,18.3,21.8,1.5,2.3,85.6,.1,6.67
95,철원,2025-06-26,21.8,18.2,26.3,,1.1,88.6,3.9,15.68
95,철원,2025-06-27,23.1,20.6,26,0,.7,92.8,1.3,9.43
95,철원,2025-06-28,23.2,21.1,24.8,9.8,.6,99,0,4.73
95,철원,2025-06-29,25,22.8,28.1,0,.9,91.9,.8,11.59
95,철원,2025-06-30,26.2,22,29.4,,1.2,84.1,4.6,14.72
95,철원,2025-07-01,27.5,24.8,31.4,.9,2,84.8,6.2,20.28
95,철원,2025-07-02,26.2,22.5,31.2,0,1.4,87.5,2.6,14.89
95,철원,2025-07-03,26.4,23,30.2,0,1.4,87.1,2.5,11.18
95,철원,2025-07-04,24.6,23.3,26.4,9,1.5,91.5,.1,4.88
95,철원,2025-07-05,26.3,24.1,29.9,,1.4,86.5,3.4,11.43
95,철원,2025-07-06,26.4,24,29.5,0,1.1,90,1.6,8.31
95,철원,2025-07-07,27.9,24.7,32.6,0,1.5,87,7.6,23.88
95,철원,2025-07-08,28.7,22.4,35.5,0,1.9,76.4,11.3,28.7
95,철원,2025-07-09,28.7,22.7,34.6,,1.5,72.6,10.2,25.38
95,철원,2025-07-10,27.2,21.9,33.5,,3,61.9,12.9,30.09
95,철원,2025-07-11,26.2,20.6,32.7,,3.4,65.6,13.4,30.29
95,철원,2025-07-12,26.2,17.9,33.4,,1,69.5,13.2,30.11
