지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
136,안동,2023-08-05,29.9,25.1,35.6,,1.1,77.3,11,25.79
136,안동,2023-08-06,29.6,25.3,35,,1.6,75.8,7.4,18.68
136,안동,2023-08-07,29.3,23.8,35.2,,1.6,73.9,9.1,23.55
136,안동,2023-08-08,28.8,24.5,34.2,,2.2,73.4,10.3,24.13
136,안동,2023-08-09,25.4,23,29.2,22.5,1,86.5,0,5.81
136,안동,2023-08-10,22.9,21.6,25.8,69,2.5,90.9,0,2.93
136,안동,2023-08-11,27,22.3,32.7,,1.7,72.9,9.6,25.22
136,안동,2023-08-12,25.2,22.2,29.3,,1,82.3,3.4,15.41
136,안동,2023-08-13,26.2,21.5,31.9,,1.2,80.3,6.7,21.8
136,안동,2023-08-14,27,22.7,32.1,,1.6,75.8,9.3,23.04
136,안동,2023-08-15,27.1,22.2,32.7,,1.1,74.4,11.3,26.72
136,안동,2023-08-16,26.7,22.2,32.8,.2,1.3,76,9.1,24.02
136,안동,2023-08-17,25.8,23,29.8,,1.3,82.5,1.7,12.77
136,안동,2023-08-18,25.8,22.5,32.1,4.8,1.2,84.3,3.1,15.6
136,안동,2023-08-19,27.9,23.5,33.4,,1.1,81.9,7.4,19.82
136,안동,2023-08-20,27.6,24.2,34.8,.5,1.1,84.9,3.4,15.46
136,안동,2023-08-21,28.2,24.3,34.3,,1,80,6.6,21.61
136,안동,2023-08-22,28.6,23.6,34.3,,1.3,76.1,6.9,20.52
136,안동,2023-08-23,28.2,23.7,34.1,0,1.6,74.6,7.9,20.57
136,안동,2023-08-24,24.8,22.8,29.6,37.1,1.8,90.9,.7,8.6
136,안동,2023-08-25,25.9,21.7,31.2,37.9,1.7,79.1,10.8,25.47
136,안동,2023-08-26,25.4,19.2,32,,1.1,77.8,8.4,23.07
136,안동,2023-08-27,25.4,21,30.8,,1.5,75.3,8.1,19.56
136,안동,2023-08-28,25.7,22.2,29.8,,2.1,78.6,1.7,13.7
136,안동,2023-08-29,26,22.5,29.6,.5,1.1,86.8,1.8,7.94
136,안동,2023-08-30,23,20.6,25.6,91.5,1.1,95.9,0,4.17
136,안동,2023-08-31,22.9,20.2,28,32.5,.9,86.9,3,15.9
136,안동,2023-09-01,23.3,19.7,29.7,,.9,80.3,7.1,19.51
136,안동,2023-09-02,23.6,18.7,29.7,1.3,1.6,83.8,4.4,16.66
136,안동,2023-09-03,25.5,21.3,30.9,,.9,83.5,5.3,16.45
136,안동,2023-09-04,26.1,22.2,31.6,,1.6,78.5,5.9,19.04
136,안동,2023-09-05,25.6,20.7,30.7,,1.4,68.9,8.5,20.64
136,안동,2023-09-06,24.4,18.5,30.7,,1.2,74.3,9.5,20.79
136,안동,2023-09-07,22.5,16.5,30.2,,1.7,71.8,10.8,24.33
136,안동,2023-09-08,22.4,15.6,29,,1.1,73.3,10.8,22.4
136,안동,2023-09-09,22.8,17.5,29.8,,1.1,74.4,8.7,22.63
136,안동,2023-09-10,23.1,17.8,29.7,,1.2,77.1,8.2,21.32
136,안동,2023-09-11,24.4,19.3,30.6,,1.1,75.9,10.6,22.56
136,안동,2023-09-12,24.9,20.7,31.3,.4,.8,81,6,18.12
136,안동,2023-09-13,23,20.9,27,15.2,.9,90.6,0,5.57
136,안동,2023-09-14,22.3,20.2,24.7,8.1,.7,89.4,0,6.64
136,안동,2023-09-15,21.4,20.4,22.7,25.1,.6,95,0,3.73
136,안동,2023-09-16,22.9,21.2,26.6,10.2,.7,94,.2,7.23
136,안동,2023-09-17,24.5,21.8,28.9,1.6,.7,89.5,2.7,13.75
136,안동,2023-09-18,25.3,22.2,30.3,2.4,1,82,8.6,20.56
136,안동,2023-09-19,23.2,19.5,27.9,,1.3,81.8,7.2,16.9
136,안동,2023-09-20,20.7,19.5,22.6,87.6,1.1,93,0,2.53
136,안동,2023-09-21,19.3,17.6,21.9,5.7,1,86.9,.4,9.14
136,안동,2023-09-22,19.8,16.1,25.8,,.8,78.1,7.5,18.01
136,안동,2023-09-23,19.5,15.1,26.1,,1.5,77.6,7.7,18.11
136,안동,2023-09-24,19.4,13.1,24.6,,1.7,69.5,9.8,19.33
136,안동,2023-09-25,20.4,16.8,25,3.3,1.1,81.3,2.1,11.23
136,안동,2023-09-26,19.7,18.7,20.3,41.9,.4,96.3,0,1.98
136,안동,2023-09-27,20.9,19.5,23,1.4,.6,95.9,0,3.66
136,안동,2023-09-28,21.7,17.8,26.8,,1.7,82.6,7.8,17.7
136,안동,2023-09-29,19.2,15.6,23.2,,.6,88.3,.3,9.26
136,안동,2023-09-30,18.2,15.1,23.5,2.2,1.4,82.1,6.6,16.62
137,상주,2023-05-20,20.5,12.3,28.8,,1.3,68.1,9.4,26.95
137,상주,2023-05-21,20.1,16.2,25.5,,2,63.8,9.3,24.92
137,상주,2023-05-22,17.7,14.1,21.7,,.9,69.1,2.4,11.19
137,상주,2023-05-23,18.5,11.1,26.1,,.9,60.5,12.3,28.99
137,상주,2023-05-24,18.3,10.1,26.2,,.6,60.5,6.6,21.55
137,상주,2023-05-25,21.8,16,28.6,,1.1,48.5,9,26.94
137,상주,2023-05-26,22.3,17.1,28.1,,1,54.4,7.4,23.07
137,상주,2023-05-27,21.1,18.5,24.4,0,.6,78.9,.1,8.34
137,상주,2023-05-28,19.8,18.2,20.7,29.2,.3,96.9,0,3.28
137,상주,2023-05-29,20.3,19.1,22,46.8,.4,98.3,0,4.26
137,상주,2023-05-30,20.1,17,24.9,0,.7,82.8,.5,11.35
137,상주,2023-05-31,20.3,12.8,27.5,,1,62.3,13,29.89
137,상주,2023-06-01,20.1,14.3,25.5,,.7,71,2.4,17.85
137,상주,2023-06-02,23,19.2,29.2,,1.7,67.1,7.6,25.72
137,상주,2023-06-03,22.8,16.9,29.2,,1.8,53.3,12.2,29.68
137,상주,2023-06-04,23.6,18.1,29.3,,2,43.6,12.3,29.37
137,상주,2023-06-05,22.9,18.5,27.8,,2,53.8,9.9,27.11
137,상주,2023-06-06,22.6,16.3,28.8,,1.4,60.1,11.8,29.19
137,상주,2023-06-07,22.4,17.5,27.3,,1.2,68.5,5.8,22.1
137,상주,2023-06-08,22.9,18.3,30.2,0,.7,73,4,19.62
137,상주,2023-06-09,23.3,17.5,30.1,.4,1.3,61.5,11.5,29.63
137,상주,2023-06-10,21.2,16.2,31.3,4.3,.8,77.4,5.6,19.94
137,상주,2023-06-11,22.1,17.7,30,7.8,.7,83.3,4.9,21.47
137,상주,2023-06-12,23.5,19,30.2,,.7,70.1,8.3,25.28
137,상주,2023-06-13,23.2,17.2,29.8,,1,67.9,10.7,26.72
137,상주,2023-06-14,20.3,16.1,28.7,1.3,.7,79.8,6.9,21.15
137,상주,2023-06-15,21.2,17.1,28.2,,.8,79,5.8,21.77
137,상주,2023-06-16,24.6,16.8,32.1,,1,66.6,13.3,29.21
137,상주,2023-06-17,26.9,20.8,33.4,,1.7,53.3,11.4,27.91
137,상주,2023-06-18,27,22.2,34.2,,1.3,51.5,8.7,26.57
137,상주,2023-06-19,25.9,18.7,33.5,,.9,61.5,9.7,23.31
137,상주,2023-06-20,23,19,27.6,.6,.9,69.6,3.5,16.54
137,상주,2023-06-21,19.8,18.1,21.6,20.9,.7,96.9,0,4.1
137,상주,2023-06-22,23.1,19.9,28.4,.7,1.6,75.3,4.3,19.54
137,상주,2023-06-23,25.2,19.3,31.6,,1,67.4,11.3,29.69
137,상주,2023-06-24,25.5,18.7,32,,.7,70.1,11.4,29.23
137,상주,2023-06-25,25.2,19.2,30.9,,.9,71.6,5.6,21.25
137,상주,2023-06-26,22.4,20.7,24.7,61.9,.5,97.9,0,6.09
137,상주,2023-06-27,26.6,23.2,31.5,5.3,1.6,75.4,9.4,26.73
137,상주,2023-06-28,24.5,18.7,30,5.4,1.3,80.9,5.4,21.45
137,상주,2023-06-29,24.7,22.7,26.7,40.3,1,92.8,0,5.33
137,상주,2023-06-30,24.4,23.3,26.1,25.9,.6,97.8,0,6.54
137,상주,2023-07-01,26.5,22.2,32,.4,.6,82.6,7.8,25.11
137,상주,2023-07-02,27.8,23.3,32.7,,.9,79.1,5.5,21.79
137,상주,2023-07-03,27.3,22.6,33,,.8,74.6,9.8,27.45
137,상주,2023-07-04,24.4,22.7,27.2,61.3,.8,88,0,5.96
137,상주,2023-07-05,25.1,21.2,29.5,21,1.9,80.4,5.9,21.4
137,상주,2023-07-06,25.7,19.2,33.2,,.7,74,7.5,25.98
137,상주,2023-07-07,20.6,17.4,25.1,67.5,.7,93.8,0,4.19
137,상주,2023-07-08,23.5,18.3,28.8,4.6,.4,90.3,2.1,17.44
137,상주,2023-07-09,25.1,23,28.8,13.5,.5,92.6,.5,10.92
137,상주,2023-07-10,26,21,31.8,19.7,.8,85,7.1,21.05
137,상주,2023-07-11,23.5,22.2,26.3,50.7,.6,95,,
137,상주,2023-07-12,26.5,22.1,32.4,1.8,.6,86,4.4,20.07
137,상주,2023-07-13,25.3,24.5,26.8,10,.3,96.9,0,4.73
137,상주,2023-07-14,24.6,24.2,25.2,121.1,1.2,98.9,0,2.86
137,상주,2023-07-15,23.9,21.3,26.6,38.3,.6,98.1,0,4.06
137,상주,2023-07-16,24.7,21.2,28.2,2,.4,92.1,.7,12.63
137,상주,2023-07-17,26.5,23.6,32.2,7.5,.5,90.4,3.7,18.46
137,상주,2023-07-18,23.4,22.2,25.4,66.7,.6,99.5,0,4.58
137,상주,2023-07-19,26.1,21.5,32.5,,.6,83,9.8,28.06
137,상주,2023-07-20,27.3,22,32.7,.9,.8,80.8,10.7,25.65
137,상주,2023-07-21,26.6,22.6,33.1,,.6,84.3,6.2,23.33
137,상주,2023-07-22,25.3,21.7,30.4,,.9,82.3,5.5,17.36
137,상주,2023-07-23,26.4,23.8,29.2,.6,.6,88,0,8.3
137,상주,2023-07-24,26,24.3,28.8,13.3,.4,92.3,.7,10.36
137,상주,2023-07-25,25.1,22.8,31.5,6.1,.8,92.3,2,14.18
137,상주,2023-07-26,25.2,22.3,32.7,10.5,.6,91.6,5.8,21.98
137,상주,2023-07-27,26.7,22.3,33.2,,.8,87.3,6.6,22.54
137,상주,2023-07-28,27.7,23.7,33.7,,.5,84.9,6.2,21.74
137,상주,2023-07-29,28.7,24.1,34.5,,.5,81.9,7.8,23.85
137,상주,2023-07-30,29,24.2,34.4,,.8,77.4,9.7,25.19
137,상주,2023-07-31,28.4,24.1,33.3,,.9,79.4,7.9,20.45
137,상주,2023-08-01,28.8,24.1,34.2,,.4,80.9,8.6,22.64
137,상주,2023-08-02,29.1,24.1,35,,.7,80,8.3,24.26
137,상주,2023-08-03,30.2,25.3,35.4,,1,73.6,11.6,26.86
137,상주,2023-08-04,30,25.6,35.2,,.8,76,9.9,23.65
137,상주,2023-08-05,30,25.7,35.7,,.5,78.3,9.6,22.7
137,상주,2023-08-06,30,24.8,35.7,,.6,77,11,25.34
137,상주,2023-08-07,29.3,25.2,36,0,.6,77.3,9.2,24.31
137,상주,2023-08-08,29,26.1,33.9,6.7,.9,76.5,6.2,18.14
137,상주,2023-08-09,25.6,23.7,29.3,32.9,1.1,89.8,0,5.97
137,상주,2023-08-10,22,21.1,23.7,136.2,2.3,96.5,0,2.7
137,상주,2023-08-11,26.2,21.8,32.6,3.6,1.2,81.4,6.4,21.4
137,상주,2023-08-12,25.1,22.6,28.6,.5,.4,86.8,1.9,11.41
137,상주,2023-08-13,26.4,21.7,31.1,,.6,84.1,4,20.39
137,상주,2023-08-14,27.9,23.7,32.4,,.7,74.8,11,24.81
137,상주,2023-08-15,28.3,23.5,33.7,,.6,75.5,10.8,24.96
137,상주,2023-08-16,27.9,24.2,32.5,,.7,76.9,8.6,22.47
137,상주,2023-08-17,25.6,23.8,30,0,.6,86.8,2.7,9.47
137,상주,2023-08-18,26.1,23.6,32.1,5.1,.6,88,3.9,17.39
137,상주,2023-08-19,27.8,24.2,32.9,,.5,84.6,7.1,20.77
137,상주,2023-08-20,27.4,24,34.1,.6,.6,86.6,6.4,19.32
137,상주,2023-08-21,27.4,23.7,32.8,,.5,86.5,4.4,17.29
137,상주,2023-08-22,28.2,23.7,33.8,,.7,79.3,6.1,19.51
137,상주,2023-08-23,28,24.3,33.4,2.5,.8,80.6,5,18.79
137,상주,2023-08-24,24.6,24,25.6,39.4,.6,97.9,0,3.34
137,상주,2023-08-25,26.7,22.4,31.6,.5,1.5,74.3,11.1,25.28
137,상주,2023-08-26,25.4,20.3,31.4,,.7,79.1,11.5,24.49
137,상주,2023-08-27,25.5,20.5,30.6,,.7,79.4,8.8,20.15
137,상주,2023-08-28,25.5,23.1,28.6,,.8,82.6,.9,9.84
137,상주,2023-08-29,25.4,23.8,27.7,51.5,.7,92.9,.2,6.83
137,상주,2023-08-30,21.9,20.8,24.5,53.7,.9,97.8,0,3.25
137,상주,2023-08-31,24.1,20.5,28.8,0,.7,82.3,5.3,18.29
137,상주,2023-09-01,23.3,18.6,29.6,,.5,81.1,7.6,20.52
137,상주,2023-09-02,22.6,17,30.4,7,.7,88.4,7,20.57
137,상주,2023-09-03,25.4,22.2,31,,.5,87.3,4.2,16.36
137,상주,2023-09-04,26.8,23,31.7,,.7,80,6.5,18.25
137,상주,2023-09-05,25.3,21.7,30.4,,.6,79.3,9.5,20.02
137,상주,2023-09-06,24.7,19.5,31,,.6,76.1,11.5,23.44
137,상주,2023-09-07,22.6,17.7,29.5,,.7,77.1,9.4,23.06
137,상주,2023-09-08,22.2,15.8,29.1,,.6,75.1,11.9,24.23
137,상주,2023-09-09,22.6,16.7,30,,.5,74.8,11.4,23.8
137,상주,2023-09-10,22.9,16.7,30.1,,.6,80.8,10.4,22.21
137,상주,2023-09-11,24.4,19,30.6,,.6,79.3,9.5,19.37
137,상주,2023-09-12,25,20.7,30.5,,.4,80.6,4.6,16.56
137,상주,2023-09-13,22.8,21.6,24.6,4.8,.4,94.5,0,4.21
137,상주,2023-09-14,21.7,20.6,24,7.9,.8,97.1,0,3.36
137,상주,2023-09-15,21.8,21,22.7,17.4,.6,100,0,3.88
137,상주,2023-09-16,22.9,21.6,26.1,22.1,.4,98,0,5.27
137,상주,2023-09-17,24.6,22.2,28.7,,.4,90.1,1.2,12.21
137,상주,2023-09-18,25.1,21.3,31.2,21.3,.6,83.9,7.7,19.01
137,상주,2023-09-19,23.9,20.1,28.2,,.8,82.8,5.9,14.65
137,상주,2023-09-20,20.7,19.6,22.1,88.7,1,97.9,0,1.82
137,상주,2023-09-21,19.2,18.2,20.7,9.5,.6,95,0,4.9
137,상주,2023-09-22,19.9,15.8,25.7,0,.5,83.8,8.1,19.27
137,상주,2023-09-23,19,13.5,25.4,,.7,81.1,7.5,16.2
137,상주,2023-09-24,19.4,13.8,25.7,,1,73.4,9.1,19.16
137,상주,2023-09-25,20.8,16.7,26.4,1.3,.5,80.6,3,14.19
137,상주,2023-09-26,19.7,19,20.2,40.5,.5,100,0,1.68
137,상주,2023-09-27,22,20,26.5,1.2,.8,90.9,1.2,8.52
137,상주,2023-09-28,22.6,19.1,27.2,,1.6,77,8.2,17.49
137,상주,2023-09-29,20.7,16.6,25.8,,.8,78.3,3.5,14.67
137,상주,2023-09-30,19.3,14.8,24.8,3.4,1.2,77.4,,
138,포항,2023-05-20,18.5,13.8,22.5,,2.3,72.6,12.4,27.97
138,포항,2023-05-21,23.7,18.6,29.6,,2.9,48.4,11.9,26.13
138,포항,2023-05-22,18.2,15.4,20.8,0,1.9,62.1,1.3,6.57
138,포항,2023-05-23,17.4,14.4,20.5,0,2,56.3,10.6,25.67
138,포항,2023-05-24,18,13.3,22.1,,2.1,60.8,9.5,22.27
138,포항,2023-05-25,19.9,15,24,,2.7,54.9,,
138,포항,2023-05-26,21.7,18.4,26.7,0,2.8,56.4,5.2,20.42
138,포항,2023-05-27,23.6,20.6,27.4,,2.7,62.6,2,15.6
138,포항,2023-05-28,22.4,20.4,23.9,18.3,1.8,79.1,0,5.35
138,포항,2023-05-29,19.2,18.2,21.7,66.6,1.9,93.5,0,2.73
138,포항,2023-05-30,17.9,17.3,18.5,.2,2.8,89.3,0,7.39
138,포항,2023-05-31,18.4,16.3,20.1,,3.1,77.8,13.4,30.03
138,포항,2023-06-01,18,14,22.2,2.7,2.4,76.9,1,10.96
138,포항,2023-06-02,21.9,19,26.9,,2.5,71.9,11.8,28.38
138,포항,2023-06-03,21.4,16.2,26.5,,2,60.1,11.6,26.32
138,포항,2023-06-04,24.9,20.1,30,,2.9,34.9,12,28.87
138,포항,2023-06-05,25.1,21.2,29,,2.9,41.8,10.1,23.83
138,포항,2023-06-06,23.8,20.4,28.7,,3,53.4,11,27.42
138,포항,2023-06-07,24.7,20.1,29.4,,2.8,52.9,10.4,23.47
138,포항,2023-06-08,24.3,20,29,,3.2,51.3,7.5,22.77
138,포항,2023-06-09,21.7,19.5,27.7,,2.6,71.5,11.9,26.45
138,포항,2023-06-10,23.9,18.6,28.9,,2.9,65.6,11.7,27.18
138,포항,2023-06-11,22,19.2,27.2,0,2.8,76.1,6.8,20.66
138,포항,2023-06-12,20.3,19.1,23.3,.9,2.4,82.8,5.9,18.14
138,포항,2023-06-13,22.2,19.1,26.3,.2,2.1,76.6,7.5,21.08
138,포항,2023-06-14,20.4,18.1,22.9,7.2,2.1,82,4,20.33
138,포항,2023-06-15,20,15.8,23.2,,2.2,80.1,11.3,25.61
138,포항,2023-06-16,24.9,18.4,30.6,,2.6,63.6,13.5,28.63
138,포항,2023-06-17,28.6,23,34.4,,3,48.4,11.3,27.58
138,포항,2023-06-18,25.5,22.1,29.8,,3.1,62.3,11.4,26.73
138,포항,2023-06-19,22.4,20.9,25.4,,4.1,80.6,6.5,23.09
138,포항,2023-06-20,21.7,20.3,23.9,,3.1,77.4,5.8,20.6
138,포항,2023-06-21,21.7,19.9,24.2,6.8,1.7,86.3,0,4.23
138,포항,2023-06-22,23.3,19.3,28.2,,2.2,70.6,5.7,20.45
138,포항,2023-06-23,22.3,20.7,24.4,,2.6,74.5,12.2,29.41
138,포항,2023-06-24,21.8,19.5,23.9,,2.4,78.4,7.9,24.33
138,포항,2023-06-25,23.4,20,27,1.1,2.4,76.4,4.5,17.79
138,포항,2023-06-26,24.9,21.4,27.9,34.9,1.9,83.4,.1,8.07
138,포항,2023-06-27,28.3,24.3,33.5,7.7,3.1,68.4,8.8,24.83
138,포항,2023-06-28,25.9,21.2,30.6,10.3,3.8,69.8,6.7,21.88
138,포항,2023-06-29,26.9,24.6,30.6,5.3,2.6,75.4,2.6,11.24
138,포항,2023-06-30,21.2,19.9,26.6,24.4,1.5,91.6,0,3.2
138,포항,2023-07-01,23.1,20.5,26.3,,1.9,84.4,7.9,23.44
138,포항,2023-07-02,26.6,23,32.3,,2.5,73,7.8,22.89
138,포항,2023-07-03,22.8,21.2,24.5,0,2,89.5,5.5,19.73
138,포항,2023-07-04,24.6,22.1,28,4.5,2,85.6,.5,8.1
138,포항,2023-07-05,27.7,23.5,31.1,10,2.7,66.8,9.6,25.05
138,포항,2023-07-06,28.7,23.9,33.4,,3.2,54.1,5.6,21.41
138,포항,2023-07-07,22.9,18.6,27,53.6,2.3,78.8,.1,4.65
138,포항,2023-07-08,22,20.5,25.9,0,1.9,84.4,1.5,13.14
138,포항,2023-07-09,25.3,20.8,31.5,0,2.1,80.9,3.9,18.32
138,포항,2023-07-10,29,23.7,33,,2.5,69.5,8.8,21.93
138,포항,2023-07-11,26.4,22.4,30.5,33.5,2.5,80.1,.8,9.59
138,포항,2023-07-12,26.7,23.5,32.2,.3,2.6,76.5,4,18.41
138,포항,2023-07-13,26.6,23.5,27.9,2.2,1.8,83.4,0,5.58
138,포항,2023-07-14,26.2,25.3,29,11.4,3.1,83.8,.1,5.74
138,포항,2023-07-15,28.3,25.8,30.4,1.8,3.1,71.1,.1,5.87
138,포항,2023-07-16,25.4,24.3,28,7.1,2.6,83,.7,8.87
138,포항,2023-07-17,28.1,24.1,33,3.2,3.4,74,8.4,22.9
138,포항,2023-07-18,23.3,20.8,26.2,74.1,2.1,90.1,0,2.85
138,포항,2023-07-19,23.2,21.2,25.7,,1.9,86.8,8.2,23.74
138,포항,2023-07-20,25.6,21.7,29.4,,2.1,79.3,10.9,25.68
138,포항,2023-07-21,24,23,25.7,,2.3,85.9,6.2,17.7
138,포항,2023-07-22,25.5,22.6,27.8,0,2.2,80.5,3.7,16.06
138,포항,2023-07-23,28.3,25.9,31.1,.1,2.9,71.4,.3,9.93
138,포항,2023-07-24,28,26.3,33.2,2.5,2.7,76.3,3.8,16.29
138,포항,2023-07-25,28.8,25.6,33.8,0,2.7,68,7.8,23.72
138,포항,2023-07-26,29,26,33.6,0,2.6,67.8,7.9,23.68
138,포항,2023-07-27,29.7,24.4,34.6,0,2.5,65.4,12.5,27.4
138,포항,2023-07-28,29.9,26.9,33.3,,2,69.6,8.8,18.92
138,포항,2023-07-29,30.6,26.8,34.2,,2.5,64.3,12.3,26
138,포항,2023-07-30,29.8,26.6,33.6,,2.5,66.1,10.3,22.38
138,포항,2023-07-31,28.8,25.8,33.9,,2.4,68,9.6,21.87
138,포항,2023-08-01,28.5,24.2,32.7,,2.2,71,10.5,20.08
138,포항,2023-08-02,30.3,25.4,35.3,,2.3,66.1,11.7,24.76
138,포항,2023-08-03,31.8,28,36.7,,2.7,61.1,11.2,25.35
138,포항,2023-08-04,31.2,27.6,35.9,,2.4,63.8,8.4,21.77
138,포항,2023-08-05,31.1,27.6,34.3,,2.5,63.5,12.8,26.07
138,포항,2023-08-06,27.2,25.7,28.9,,2.5,81,11.6,26.62
138,포항,2023-08-07,27.1,24.4,29.8,0,4.7,77,8.5,23.26
138,포항,2023-08-08,25.2,23.6,28.2,,5.1,80.3,5.2,19.81
138,포항,2023-08-09,24.4,23.7,25.1,7.8,5.9,84.9,0,4.29
138,포항,2023-08-10,25,23.2,26.4,154.2,6.4,85.9,0,2.74
138,포항,2023-08-11,28.2,22.9,33.5,,2.6,65.3,11.6,24.72
138,포항,2023-08-12,26.9,24.7,30.3,.8,2.1,76.9,2.8,12.89
138,포항,2023-08-13,25.4,24.1,27.4,,2.8,82.5,8.5,23.61
138,포항,2023-08-14,25.9,24.3,28.2,0,3,79,7.3,21.45
138,포항,2023-08-15,24.9,23.4,26.5,0,4.1,80.8,6.5,20.25
138,포항,2023-08-16,25,22.9,27.5,,2.4,81.3,6.9,19.95
138,포항,2023-08-17,25.1,23.9,26.5,,2.3,81.3,.6,10.27
138,포항,2023-08-18,24.6,24,25.2,14.8,1.9,89.1,0,3.86
138,포항,2023-08-19,26.4,24.5,28.6,2.1,1.2,89.6,.2,7.07
138,포항,2023-08-20,26.6,25.5,28.2,.3,2,85.9,3,16.21
138,포항,2023-08-21,28.8,25.2,32.6,,2.1,76.1,5.3,13.18
138,포항,2023-08-22,29.9,25.9,34.5,,2.9,64.9,8.7,22.26
138,포항,2023-08-23,28.8,24.5,34,8.2,2.7,72.1,10.2,21.35
138,포항,2023-08-24,24.5,23.2,25.5,64.3,2,88.5,0,4.63
138,포항,2023-08-25,27.9,24.3,32.5,0,2.6,66.8,8.4,22.74
138,포항,2023-08-26,26.1,23.3,29.3,,2.5,72.6,12.1,24.93
138,포항,2023-08-27,25.6,23.3,27.4,,3,78.1,6,18.34
138,포항,2023-08-28,25.3,24.3,26.8,5.6,3.1,80.5,0,7.45
138,포항,2023-08-29,27.1,24.3,30.7,0,2.2,79.9,2.1,10.57
138,포항,2023-08-30,27,25.9,28.6,1.5,2.1,80.9,.1,5.61
138,포항,2023-08-31,25.1,22.8,27.2,12.9,1.9,81.8,1.8,12.49
138,포항,2023-09-01,25,23.5,26.9,4,1.8,82.6,4.3,13.86
138,포항,2023-09-02,25.2,22.8,27.3,.2,2.4,78.5,1.5,12.91
138,포항,2023-09-03,25.5,23.6,28,.3,2.3,82.3,6.1,18.74
138,포항,2023-09-04,26,23.9,28.3,0,3,81,3.8,14.22
138,포항,2023-09-05,25.9,24.2,27.9,,3.6,73.5,8.1,20.08
138,포항,2023-09-06,25.5,24.1,27.5,0,4,73.4,7.8,19.29
138,포항,2023-09-07,24.1,21.9,26.3,,3.8,71.5,7.9,19.58
138,포항,2023-09-08,24.2,21.8,26.2,,3.4,65.4,9.5,22.68
138,포항,2023-09-09,23.1,19,26.5,,2.3,70.1,11.7,24.3
138,포항,2023-09-10,23.4,19.5,26.5,,2.3,72.5,10.3,21.14
138,포항,2023-09-11,24.9,21.5,26.9,,2.3,75.3,10.2,21.82
138,포항,2023-09-12,25.9,22.8,28.8,,2.2,75.5,2.2,11.21
138,포항,2023-09-13,24.6,22.5,27.4,.8,2.3,83.8,.2,6.34
138,포항,2023-09-14,22.8,21.6,24,18.9,2.2,86.6,.1,4.92
138,포항,2023-09-15,23.1,22.1,24.4,9.3,2,89.3,0,4.98
138,포항,2023-09-16,23.9,22.5,25.5,17.5,1.5,89.6,1.2,3.83
138,포항,2023-09-17,24.6,22.6,27.9,23,1.6,86.3,1.7,9.04
138,포항,2023-09-18,26.4,23.4,31,1.7,1.9,79.1,6.8,16.1
138,포항,2023-09-19,26,23.1,29.9,,2.4,66,9,19.15
138,포항,2023-09-20,22.9,21.1,25.3,27.2,2.4,81.1,0,3.88
138,포항,2023-09-21,20.7,19.6,22,17.3,3.2,73.9,0,6.35
138,포항,2023-09-22,20.9,17.3,23.7,,2,67.3,9.4,17.67
138,포항,2023-09-23,21.4,16.9,24.1,,4.7,69.3,8.4,18.42
138,포항,2023-09-24,22.6,21.4,24,,6.1,61.1,7.2,17.7
138,포항,2023-09-25,22.5,21.1,24,.7,2.7,72,.3,7.52
138,포항,2023-09-26,21.2,20.4,21.5,19.9,1.2,92.1,0,2.02
138,포항,2023-09-27,23.4,21.3,26.5,0,1.5,83.5,1.3,10.44
138,포항,2023-09-28,24.7,21.4,29.1,,2.7,64.8,11.1,20.1
138,포항,2023-09-29,22.3,18.8,25.9,,2.2,69.6,5.1,14.22
138,포항,2023-09-30,20.8,16.9,25,1.3,2.5,67.6,6.1,13.15
140,군산,2023-05-20,18.6,15.6,25.1,0,2.9,79.6,9.8,
140,군산,2023-05-21,16.6,14.3,19.7,0,2.9,81.4,3.5,
140,군산,2023-05-22,16.5,13.9,21.7,.2,2.3,76.8,4.6,
140,군산,2023-05-23,17.3,12,22.7,,2.4,72.6,12.4,
140,군산,2023-05-24,18.3,12.4,24.9,,1.9,70.5,4.8,
140,군산,2023-05-25,19.4,14.3,26,,2.4,59.4,8.1,
140,군산,2023-05-26,20.8,15.8,25.7,0,1.7,63.5,7.5,
140,군산,2023-05-27,22,19.6,26,.3,2,74.5,.2,
140,군산,2023-05-28,20.9,19,22.3,60.9,2,93.8,0,
140,군산,2023-05-29,19.8,18.4,21.7,143.7,1.4,94,.3,
140,군산,2023-05-30,22.3,19.2,28,,1.7,83.1,6.3,
140,군산,2023-05-31,22.1,18.9,28,0,1.8,73.6,8,
140,군산,2023-06-01,20.7,17.8,26.4,0,2,82.1,1.7,
140,군산,2023-06-02,19.6,16.4,23.3,0,2.9,82,10.6,
140,군산,2023-06-03,20.5,14.6,26.8,,2.6,70.8,11.9,
140,군산,2023-06-04,20.6,15.7,24.9,,2.4,71.8,10.7,
140,군산,2023-06-05,20.2,17.4,23.6,,2.4,73.6,7.1,
140,군산,2023-06-06,19.5,16.1,24.5,,2.6,76.4,12.4,
140,군산,2023-06-07,20.5,16.9,25,,2.5,79.1,6.3,
140,군산,2023-06-08,20.9,18.2,27.2,0,2.3,78.9,5.9,
140,군산,2023-06-09,23,19.3,28.7,.1,2.2,70.1,9,
140,군산,2023-06-10,23.1,19.1,30.3,0,2.9,67.8,5.3,
